pe_id,rank,instance_id,iteration_index,iteration_secs
WordCounter1,3,WordCounter1@3,1,1.0967254638671875e-05
WordCounter1,3,WordCounter1@3,2,5.0067901611328125e-06
WordCounter1,3,WordCounter1@3,3,2.1457672119140625e-06
