pe_id,rank_count,ranks,total_count,total_secs,avg_secs,min_secs,p50_secs,p95_secs,max_secs
RandomWordProducer0,1,0,10,0.007500886917114258,0.0007500886917114258,1.5735626220703125e-05,2.1338462829589844e-05,0.004022347927093497,0.007269859313964844
WordCounter1,3,1;2;3,10,5.0067901611328125e-05,5.0067901611328125e-06,2.1457672119140625e-06,4.5299530029296875e-06,1.043081283569336e-05,1.0967254638671875e-05
